critical_level,violation_description,violation_date
C,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,03/08/2017
C,Live roaches present in facility's food and/or non-food areas.,01/10/2018
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",07/24/2017
C,Food Protection Certificate not held by supervisor of food operations.,05/09/2017
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",05/30/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/12/2017
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",06/05/2017
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",05/30/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,04/24/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,05/23/2019
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,07/17/2018
C,Live roaches present in facility's food and/or non-food areas.,09/20/2019
C,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,06/10/2019
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",12/06/2017
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",12/22/2016
C,Food Protection Certificate not held by supervisor of food operations.,07/02/2019
C,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",06/06/2019
C,Food Protection Certificate not held by supervisor of food operations.,01/10/2018
C,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",05/17/2017
C,Live roaches present in facility's food and/or non-food areas.,06/09/2017
C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",05/12/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,11/12/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/29/2019
C,Food Protection Certificate not held by supervisor of food operations.,02/01/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,05/15/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/08/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/08/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/26/2017
C,Live roaches present in facility's food and/or non-food areas.,09/13/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/24/2018
C,Food Protection Certificate not held by supervisor of food operations.,01/17/2019
C,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,11/27/2019
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",06/11/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",04/03/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,02/13/2019
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",08/21/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,11/21/2017
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10/04/2019
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",09/12/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/08/2019
C,Food Protection Certificate not held by supervisor of food operations.,06/14/2018
C,Food Protection Certificate not held by supervisor of food operations.,07/27/2017
C,Food Protection Certificate not held by supervisor of food operations.,05/16/2018
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,01/09/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,04/03/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,11/20/2019
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,05/08/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,03/20/2019
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",02/15/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,11/20/2019
C,Live roaches present in facility's food and/or non-food areas.,08/23/2017
C,Live roaches present in facility's food and/or non-food areas.,07/02/2019
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,03/26/2019
